1,1,1
2,2,2
3,3,3
4,4,4
5,5,5
6,6,6
7,7,7
8,8,8
9,9,9
10,10,10
11,11,11
12,12,12
13,13,13
14,14,14
15,15,15
16,16,16
17,17,17
18,18,18
19,19,19
20,20,20
21,21,21
22,22,22
23,23,23
24,24,24
25,25,25
26,26,26
27,27,27
28,28,28
29,29,29
30,30,30
31,31,31
32,32,32
33,33,33
34,34,34
35,35,35
36,36,36
37,37,37
38,41,41
39,42,42
40,43,43
41,44,44
42,45,45
43,46,46
44,47,47
45,48,48
46,49,49
47,50,50
48,51,51
49,52,52
50,53,53
51,54,54
52,55,55
53,56,56
54,57,57
55,58,58
56,59,59
57,60,60
58,61,61
59,62,62
60,63,63
61,64,64
62,65,65
63,66,66
64,67,67
65,68,68
66,69,69
67,70,70
68,71,71
69,72,72
70,73,73
71,74,74
72,75,75
73,76,76
74,77,77
75,78,78
76,85,85
77,86,86
78,87,87
79,88,88
80,89,89
81,90,90
82,91,91
83,92,92
84,93,93
85,94,94
86,95,95
87,96,96
88,97,97
89,98,98
90,99,99
91,100,100
92,101,101
93,102,102
94,103,103
95,104,104
96,105,105
97,106,106
98,107,107
99,108,108
100,109,109
101,110,110
102,111,111
103,112,112
104,113,113
105,114,114
106,115,115
107,116,116
108,117,117
109,118,118
110,119,119
111,120,120
112,121,121
113,122,122
114,123,123
115,124,124
116,125,125
117,126,126
118,127,127
119,128,128
120,129,129
121,130,130
122,131,131
123,132,132
124,133,133
125,134,134
126,135,135
127,136,136
128,137,137
129,138,138
130,139,139
131,140,140
132,141,141
133,142,142
134,143,143
135,144,144
136,145,145
137,146,146
138,147,147
139,148,148
140,149,149
141,150,150
142,151,151
143,152,152
144,153,153
145,154,154
146,155,155
147,158,158
148,159,159
149,160,160
150,161,161
151,162,162
152,163,163
153,164,164
154,165,165
155,166,166
156,167,167
157,168,168
158,169,169
159,170,170
160,171,171
161,172,172
162,173,173
163,174,174
164,175,175
165,176,176
166,177,177
167,178,178
168,179,179
169,180,180
