1,1,1,NULL
2,2,2,NULL
3,3,3,NULL
4,4,4,NULL
5,5,5,NULL
6,6,6,NULL
7,7,7,NULL
8,8,8,NULL
9,9,9,NULL
10,10,10,NULL
11,11,11,NULL
12,12,12,NULL
13,13,13,NULL
14,14,14,NULL
15,15,15,NULL
16,16,16,NULL
17,17,17,NULL
18,18,18,NULL
19,19,19,NULL
20,20,20,NULL
21,21,21,NULL
22,22,22,NULL
23,23,23,NULL
24,24,24,NULL
25,25,25,NULL
26,26,26,NULL
27,27,27,NULL
28,28,28,NULL
29,29,29,NULL
30,30,30,NULL
31,31,31,NULL
32,32,32,NULL
33,33,33,NULL
34,34,34,NULL
35,35,35,NULL
36,36,36,NULL
37,37,37,NULL
38,41,41,NULL
39,42,42,NULL
40,43,43,NULL
41,44,44,NULL
42,45,45,NULL
43,46,46,NULL
44,47,47,NULL
45,48,48,NULL
46,49,49,NULL
47,50,50,NULL
48,51,51,NULL
49,52,52,NULL
50,53,53,NULL
51,54,54,NULL
52,55,55,NULL
53,56,56,NULL
54,57,57,NULL
55,58,58,NULL
56,59,59,NULL
57,60,60,NULL
58,61,61,NULL
59,62,62,NULL
60,63,63,NULL
61,64,64,NULL
62,65,65,NULL
63,66,66,NULL
64,67,67,NULL
65,68,68,NULL
66,69,69,NULL
67,70,70,NULL
68,71,71,NULL
69,72,72,NULL
70,73,73,NULL
71,74,74,NULL
72,75,75,NULL
73,76,76,NULL
74,77,77,NULL
75,78,78,NULL
76,85,85,NULL
77,86,86,NULL
78,87,87,NULL
79,88,88,NULL
80,89,89,NULL
81,90,90,NULL
82,91,91,NULL
83,92,92,NULL
84,93,93,NULL
85,94,94,NULL
86,95,95,NULL
87,96,96,NULL
88,97,97,NULL
89,98,98,NULL
90,99,99,NULL
91,100,100,NULL
92,101,101,NULL
93,102,102,NULL
94,103,103,NULL
95,104,104,NULL
96,105,105,NULL
97,106,106,NULL
98,107,107,NULL
99,108,108,NULL
100,109,109,NULL
101,110,110,NULL
102,111,111,NULL
103,112,112,NULL
104,113,113,NULL
105,114,114,NULL
106,115,115,NULL
107,116,116,NULL
108,117,117,NULL
109,118,118,NULL
110,119,119,NULL
111,120,120,NULL
112,121,121,NULL
113,122,122,NULL
114,123,123,NULL
115,124,124,NULL
116,125,125,NULL
117,126,126,NULL
118,127,127,NULL
119,128,128,NULL
120,129,129,NULL
121,130,130,NULL
122,131,131,NULL
123,132,132,NULL
124,133,133,NULL
125,134,134,NULL
126,135,135,NULL
127,136,136,NULL
128,137,137,NULL
129,138,138,NULL
130,139,139,NULL
131,140,140,NULL
132,141,141,NULL
133,142,142,NULL
134,143,143,NULL
135,144,144,NULL
136,145,145,NULL
137,146,146,NULL
138,147,147,NULL
139,148,148,NULL
140,149,149,NULL
141,150,150,NULL
142,151,151,NULL
143,152,152,NULL
144,153,153,NULL
145,154,154,NULL
146,155,155,NULL
147,158,158,NULL
148,159,159,NULL
149,160,160,NULL
150,161,161,NULL
151,162,162,NULL
152,163,163,NULL
153,164,164,NULL
154,165,165,NULL
155,166,166,NULL
156,167,167,NULL
157,168,168,NULL
158,169,169,NULL
159,170,170,NULL
160,171,171,NULL
161,172,172,NULL
162,173,173,NULL
163,174,174,NULL
164,175,175,NULL
165,176,176,NULL
166,177,177,NULL
167,178,178,NULL
168,179,179,NULL
169,180,180,NULL
